	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12
Gene595	6.98504746324124	6.36381162573087	5.43081234146437	4.42877509214081	3.56593177048855	3.04811042888528	3.11500139512113	3.68411425392556	4.47752223535894	5.59397505599387	6.44868020205424	6.98936495067837
Gene596	2.99323144819886	3.24420816957138	4.02770468978852	5.0003411252782	5.97950377397658	6.7234929715606	7.00907501009545	6.75511656672924	6.03100920008926	4.95804756551136	4.00672104966663	3.30800692580865
Gene597	3.16757827037235	3.86718176740995	4.77029831984399	5.83911398643728	6.63803324906011	6.99550090970495	6.78209207045795	6.17504469642975	5.21302923196244	4.10739801595848	3.39201427879679	3.00647823516914
Gene598	3.85618322823817	3.19134744408687	3.03589623052654	3.35337543865341	4.14826273878934	5.21420885384409	6.17624614875654	6.82937135326266	6.96789691881133	6.61837693257271	5.76336530098625	4.75704795521908
Gene599	5.40981240072352	6.35220891926152	6.92823861410775	6.96607905016767	6.47228266391713	5.59485406984053	4.56494761658799	3.70187881998749	3.071637167813	2.98585827152997	3.51269319956485	4.41163327283538
Gene600	4.04181862702096	3.39938394816683	3.01940620714955	3.22886848360759	3.91951977190176	4.89301419457729	5.88288426920664	6.67195510448617	7.01527899300649	6.75266724442495	6.08733958002216	5.09576685679647
Gene601	6.97835140029797	6.84949186797455	6.31735719340548	5.44425823227166	4.41365085853748	3.55912003930295	3.04312188283004	3.1293102784852	3.60827493234025	4.57339768389136	5.62539378387664	6.43488157030779
Gene602	4.27621384519156	3.43781138556772	2.99658076054376	3.14654711316637	3.73950422329538	4.65813958332851	5.72536451293627	6.53832958203937	6.95923448872565	6.83461492275109	6.24301075247702	5.30628040394748
Gene603	6.16353871361352	6.87414954297967	6.95250167291176	6.6364391161619	5.80555742630268	4.84813246651982	3.8334297764804	3.18706643790284	3.0318711592112	3.43313118530433	4.1633260232098	5.10541437253612
Gene604	3.34826222017517	3.01759851883282	3.15014322203305	3.81398719054151	4.79692748839211	5.84358058003363	6.61345220016127	6.92636344162519	6.8478297330852	6.16361483193306	5.19497394841583	4.21462209177549
Gene605	4.68219812329067	3.81434275005682	3.07500332730635	3.04586875357976	3.40635297007889	4.26801408682996	5.33110400768034	6.21618254102463	6.89685910832673	6.93959551507687	6.5939155921736	5.75401789710457
Gene606	3.63080662543083	4.46561248414534	5.48347130999205	6.41197472599067	6.93109951678344	6.9175441748471	6.40777158629584	5.53678569961691	4.46389288659502	3.57120840870651	3.11006594399132	3.09911844320434
Gene607	3.45023131987901	2.99402632000519	3.08756040678917	3.69901322304634	4.6356914436196	5.64642897730393	6.49163878329386	6.95019244157559	6.86663532973935	6.27509257583827	5.40112094625766	4.38366471944462
Gene608	6.3104121677496	5.31566458908519	4.34069790087601	3.47548222128717	3.06388261402471	3.1067430601632	3.70404148082094	4.6675465159998	5.69594016399666	6.54499045126803	6.89210147923915	6.85760089089087
Gene609	5.03346343641207	6.07100980913972	6.7252223419021	7.01870806009368	6.69093946060022	5.93304457370364	4.92296963880314	3.90888893641238	3.29041129004676	3.01452180529578	3.23747404489739	4.04750255122917
Gene610	5.48447742251292	6.40704679594559	6.97827162343463	6.94115562656808	6.40747512054408	5.53699634030251	4.49014619736713	3.58126304961047	3.0712359388093	3.00806329892551	3.56516064549813	4.39869081332684
Gene611	6.74614292014429	6.98039598151189	6.72139421474734	5.9551699375834	4.88844631997104	3.96459161378992	3.24841947165694	2.99739935815634	3.32488714633034	4.09082966152952	5.16066520927137	6.0266148231668
Gene612	3.03522697810006	3.20075829649026	3.89468011184253	4.87914441797028	5.90073686148431	6.67081511765572	6.93416421525474	6.86705452789529	6.07320698839032	5.10627766547124	4.17114178599394	3.34556960453513
Gene613	3.10254292828147	3.61816473761549	4.49941935457514	5.58029375078186	6.45462551558638	6.95692573646684	6.9395023626957	6.38807878017151	5.45024452471176	4.44957998833407	3.57967558904414	3.13327673269617
Gene614	5.39710399990929	6.36568037104094	6.89541840285992	6.93366964648684	6.49290875224275	5.6157085116332	4.57023617002434	3.62478039837432	3.06213887417812	3.02222785266809	3.58043012530422	4.41770414447041
Gene615	3.57064020679269	3.0551047216175	3.06778840155199	3.56100581518623	4.49745314963031	5.52659194749025	6.44488524552871	6.97032918697741	6.9587387015723	6.34957540538171	5.47258669765927	4.43128973634653
Gene616	3.02561933183987	3.11210923030778	3.73786963696552	4.63523055409564	5.72148176289014	6.51521162747408	6.99761988014665	6.93590419778774	6.38356074273832	5.40186328374654	4.3310274671429	3.49299892973931
Gene617	6.36383925332007	6.86465792719108	6.9632509158896	6.4691882008749	5.69776298033903	4.5812496854888	3.6743064440507	3.08500363924752	3.06549882166045	3.51358115236159	4.38383792519003	5.4083693218406
Gene618	3.06163207506292	3.07326825390611	3.60174071226407	4.45762514018712	5.5520610003574	6.44828088182016	6.87572512812981	6.90984146641902	6.4213954891234	5.50387530225277	4.44994666418778	3.55792794591888
Gene619	6.9824418713035	6.54533975296249	5.66291959182138	4.62410899625117	3.71161009363354	3.13336505642852	3.05218423930892	3.46215337433703	4.38413482585065	5.4402391106778	6.33754762934318	6.91253956315906
Gene620	5.89363806752103	6.71940234165684	7.04418594009163	6.79333628794957	6.02381590240137	5.09048857770115	4.05328534505772	3.27926906080209	3.00938396024137	3.21794846046886	4.00168118127648	4.89784951470233
Gene621	5.04120370609948	6.00529689318426	6.72117786735551	6.94215211747613	6.68561219544601	5.99232932102522	4.9687514084702	3.94889703700429	3.24927629549992	3.00938625498207	3.28512722744442	3.99010043335541
Gene622	6.73223080097879	6.99245080808792	6.73137170144681	5.99917742817457	4.99968681484028	4.0358015554128	3.17348761465432	3.05053563425641	3.27627501012048	4.08841877351869	5.02904905806788	6.00741155991103
Gene623	6.95715362910813	6.50307578050702	5.62894735702359	4.5278967534939	3.61439698641612	3.07651374264904	3.06138084617607	3.51031380929507	4.42494043500605	5.44667983813417	6.27890552601587	6.93851319609454
Gene624	4.74003649207755	5.78927111014536	6.56924129919183	6.93114954085036	6.77191153097951	6.12086482477305	5.25436628760052	4.25070340409387	3.43690999701318	3.02566538317873	3.19086454728043	3.81198655753891
Gene625	4.99778214340548	4.05899193943941	3.29639678751904	3.00235773037579	3.29792444089054	3.95865508038235	4.95756578919532	5.89988647765886	6.7143170423725	6.96708096702377	6.7834610124154	6.04496909506703
Gene626	5.31533497097586	4.30493025415572	3.44909941657544	3.01654153757793	3.13797287674579	3.78676516692327	4.6722161425221	5.69222349994456	6.56957682126517	6.94295154275717	6.90000933963355	6.2281365355393
Gene627	6.9774474627457	6.84708452448029	6.29269399260269	5.3013175175214	4.35130798511569	3.48518206167569	3.00823047259985	3.1503820022735	3.71750675386386	4.62028766657403	5.72272823295186	6.45028683805668
Gene628	6.56804640311901	6.96381487388067	6.83309042973769	6.22561164690076	5.27493445112084	4.23467207511724	3.37596323303907	3.07143131342302	3.20097500410317	3.83877729226568	4.76477985748078	5.81558291250088
Gene629	6.91991168023282	7.02142236135064	6.50106037933721	5.66966971456081	4.72136331447234	3.73047175895349	3.13071184733523	3.04946138881078	3.45900075397605	4.26710453835797	5.33069911368895	6.23377616902216
Gene630	6.63230510986038	6.9702829976535	6.76706085795788	6.12772076555547	5.20918999620913	4.16180655426274	3.35186787215636	3.02461038261802	3.1489680236781	3.80551948111485	4.88164417129462	5.87004265249386
Gene631	4.41576868578894	5.36132798740896	6.34529159764497	6.91447084979806	6.95056291668709	6.43566230171376	5.58285120386985	4.5706088650487	3.62610255479364	3.10957467781887	3.09232357595362	3.61420528097164
Gene632	3.09249065159597	3.61600004096697	4.54348220450972	5.62438771920423	6.43663454270221	6.95382930794143	6.87252896362139	6.31836974175749	5.4273076139307	4.3687995801438	3.54664442255548	3.07874352246743
Gene633	3.64942380743544	3.06835537686034	3.07292878871134	3.53833357130749	4.3488868540917	5.43399602088321	6.38823647295159	6.91326032504042	6.92135658562033	6.42326857856333	5.57981336909511	4.56003550390491
Gene634	6.95184071816243	6.93140757906125	6.32056785104498	5.41522624028804	4.38092409617052	3.52057753397852	3.02817258770501	3.11026886532198	3.63332686140844	4.56258694326643	5.5828921621083	6.43865949148004
Gene635	3.94026153966137	4.91585653300789	5.97958405575036	6.74195568031297	7.00123983373062	6.80370576313088	6.04417724610782	5.13044089843518	4.04737080231941	3.27213101686675	3.02173659796686	3.19168852716631
Gene636	4.4447524989962	3.51575676513825	3.05791032375538	3.08539777902914	3.58303596231157	4.52878803358417	5.49027993387428	6.47750138746128	7.00255500590155	6.89137510266982	6.35581088632723	5.45817862148542
Gene637	5.74882836894725	4.72393747742365	3.8241079094357	3.15465384588026	3.0510683000177	3.37210318262827	4.19629967146501	5.24907603312086	6.24352914429106	6.82913545583173	7.01522813005017	6.60642793922378
Gene638	4.567441893806	5.62091848392854	6.52322998961532	6.99666396085894	6.94685421731691	6.37840197314043	5.3686130973269	4.33936904959995	3.4997260383969	3.0038733410898	3.15977332047951	3.67800677614743
Gene639	4.36008733413803	5.40898112708861	6.3479756226839	6.942586234852	6.89361823486023	6.50036010157533	5.62142946511851	4.64029165966847	3.68819030898971	3.10166933167769	3.02894079213769	3.5025404946135
Gene640	3.93215671916729	4.93832209463168	6.00550754668195	6.71822846629278	7.01292519306412	6.82103819064352	6.10074464375205	5.02999744399683	4.0169265098466	3.28214258686931	2.96007385158167	3.22905118661649
Gene641	6.0856034112949	5.08935960679823	4.06353492748704	3.30625350178488	2.95492152462034	3.28117519383471	3.93192916801178	4.91676919548846	5.93794907319328	6.7134422116184	7.0333764343497	6.73641225587524
Gene642	3.05825459482465	3.17064432716369	3.79360006006933	4.76305333953323	5.81688090304678	6.60084282185491	7.02617842632118	6.8067165981578	6.177351196332	5.14047719033568	4.14783883551924	3.40072129717707
Gene643	6.61146435479292	6.98087470541429	6.877233821979	6.20386052451456	5.20202770666293	4.14726946600198	3.34799336027702	3.00605379918804	3.18477195313749	3.8010038566513	4.83142359363962	5.81615175509967
Gene644	3.30692179756091	3.02139192525649	3.24901798850675	4.10947984764964	5.05870018222144	6.0604364302733	6.71036314729738	6.99255400122456	6.67344785751001	5.92197513912587	4.87668275876913	3.95342150666254
Gene645	4.38577096429878	5.42347597874257	6.28159442026619	6.86520940602005	6.9742270612469	6.55176121300524	5.64077612618799	4.62441643279101	3.73358938526354	3.10675004070489	3.0375064984913	3.44348688066779
Gene646	5.01490351365652	4.12243087563114	3.27598244258445	3.03368859428603	3.26331242497078	3.99863977947591	4.9611905483052	5.97279140583617	6.76049483250068	6.92238003720384	6.80525783244693	6.02856897976019
Gene647	5.85115757403989	6.64053342141982	6.93601795486713	6.85124949707904	6.16807625091983	5.1902395891256	4.25742640329956	3.31056000949576	3.02930066499957	3.1854522647588	3.81577281746589	4.78243794637954
Gene648	3.96527908611742	5.00901096747173	6.02789951962078	6.72487635139927	6.99765375116312	6.7007526665286	6.03760235220262	5.01132351304183	3.9619893305867	3.27452876274917	2.98574426550098	3.26246661997115
Gene649	5.82973733626768	6.60933723241957	6.98910424969353	6.85349988924945	6.13327793416856	5.25731972695153	4.20412288798417	3.38178637699598	3.03192627261402	3.10704972581898	3.80390618291087	4.84205228056825
Gene650	6.88293990175507	6.36789334609766	5.42993829075485	4.36520469224515	3.53469174720799	3.03271406190972	3.1060927130193	3.6028178337565	4.566013112478	5.57362611748984	6.51565695617227	7.00213078562666
Gene651	5.7312706230981	4.67040896334711	3.71462761263782	3.12490330140225	3.00039669278269	3.50507489512024	4.32156737346556	5.40691156950225	6.28271837858287	6.86760423235304	6.94689212719666	6.53208870207264
Gene652	5.93926502388403	6.75160904282229	7.03375474259198	6.69605566387185	6.00385538688763	5.0113154792637	4.00132577830779	3.23793817753887	3.01437719786575	3.2964879961761	3.94618621443461	4.98613759896556
Gene653	3.63429819883516	3.130012011733	3.0313294406459	3.56107251036348	4.46112277730629	5.37658065319571	6.35278988048202	6.93382582726324	6.9142284880198	6.49686681538969	5.59699375080256	4.57036179720112
Gene654	6.62942946337934	5.8694820841629	4.9095335650874	3.88950574607543	3.22076864126513	3.01921094848005	3.36133901554884	4.05533902661125	5.21059913656929	6.05719812241254	6.75421152271934	6.99459297522461
Gene655	5.06635859107583	4.00567839707632	3.26692428814952	2.99482708265468	3.279604130973	3.98433905411389	5.02495273505727	5.98474696517683	6.73285018700864	7.00849623579278	6.71795148347916	6.01419740791428
Gene656	4.74506915013921	5.73082994689778	6.49228405562347	6.99359221294097	6.84014313004584	6.26666344459802	5.26264589284385	4.29184332213303	3.42361892426122	3.04067259838643	3.15324414556537	3.71522515011398
Gene657	3.8567964523338	4.83112205929147	5.82675824261359	6.6552019932907	6.93767150642681	6.82546828167014	6.06743234684332	5.16427140884867	4.12923605759091	3.37153810414519	3.02832954166916	3.2058533234838
Gene658	3.22769776229969	3.98797778277275	5.01918427293287	6.0382632169154	6.71419463957263	6.97606022968074	6.75241525929979	5.982629957662	5.05088867877436	3.99838411235511	3.27412623188571	3.01115259718499
Gene659	2.95956750469298	3.26721625616845	3.99331162464979	4.97094497786093	5.96795100194573	6.69377690953194	6.95495536762291	6.77233054469252	6.08491835598352	5.0556991759505	4.0124516075595	3.2859014734804
Gene660	6.22953754850046	5.25345525516512	4.27638886486507	3.46880530774876	2.9379173062821	3.09590190358201	3.70751042551191	4.67608902930233	5.7410839854147	6.56041539798452	6.98916683525152	6.85161139081613
Gene661	3.34259612047436	2.95817385886577	3.17520616194949	3.90931191011248	4.85345397947061	5.90142852959795	6.69001267955987	6.95634410946361	6.81805470363504	6.05079293326943	5.13511245630062	4.09642325851074
Gene662	4.4148633585562	3.55669517241689	3.08872508355955	3.09880413848135	3.59914837468598	4.51061652973051	5.62441105511066	6.46725692225367	6.96301749574237	6.89889861068659	6.33349201116299	5.49402793529415
Gene663	3.42874366100731	3.05182976372761	3.054868861223	3.73651271439731	4.57510893620424	5.66975447362077	6.5458201388909	6.95680632938506	6.8689933099738	6.30250547999281	5.4299965547999	4.3525368519996
Gene664	3.47958817325174	3.08420412803266	3.05294292652045	3.76509166547143	4.67495031010071	5.77460373734053	6.52747635646862	6.99382768570133	6.84033188056789	6.23404833354641	5.31570698466783	4.27719932498877
Gene665	3.55270508237333	4.41671515493232	5.49650675855788	6.31985282731645	6.87881700357288	6.96788211241456	6.45210707931534	5.54698326915866	4.47947295215741	3.70371219656955	3.05317145371543	2.98966231331432
Gene666	7.01209443484362	6.78527928102065	6.23328784960898	5.23180832097795	4.2312305008272	3.41132715010599	3.03796935254537	3.17121189090148	3.7720890964641	4.70638970399216	5.7632020875016	6.5282334628778
Gene667	3.02768616222056	3.46308819363754	4.34864746992856	5.31450263828082	6.28920192475839	6.90252014623531	6.97754447897217	6.53863674521877	5.69190522311084	4.62524843122221	3.71567810049364	3.1402374256115
Gene668	3.28616148555811	4.06647942310707	5.06692697014069	6.04365288243906	6.72042391615822	6.97600661193002	6.65858306190007	5.97275951416585	4.89840680340923	3.98793667313081	3.27915521049141	3.02414203521122
Gene669	5.9644751198021	5.0011957078501	3.94384937531381	3.31042712496628	2.93169874521869	3.27417206027488	4.00994979163171	4.96591184371836	6.04365129482443	6.8105554651871	6.94962052412868	6.7128559639924
Gene670	4.35160691621913	5.45534202390744	6.37080706501956	6.95100313917661	6.95696863234864	6.45021638324607	5.5381603053371	4.61374104044451	3.64900892328636	3.11814205758247	3.0342827966704	3.51635835381721
Gene671	6.54261469329151	6.9122974487578	6.94017643375121	6.32314923535847	5.35773157766779	4.32992327135753	3.54263540380026	3.05347042906461	3.10591474648023	3.72880308948993	4.5773493868757	5.64187166080453
Gene672	4.86654685802663	3.89332065885283	3.18759128598849	3.0084307169761	3.33100483735997	4.13794339334404	5.13947407522914	6.07976125379872	6.79196507506818	7.00236502474935	6.67366594970171	5.8829474145962
Gene673	3.55198223968732	4.45950752941299	5.5227873150204	6.47683185890978	6.9903839703532	6.91658074689342	6.38328684935643	5.51477363799689	4.49171278050899	3.56795322408452	3.08464755656925	3.08740435288713
Gene674	6.71922110250563	6.10982854296187	5.14327722694884	4.07192666396113	3.36349083057298	2.97464329505051	3.21571904163252	3.8534059108132	4.8496946351139	5.89018648152989	6.70353796109907	6.96904960773985
Gene675	5.8676974612573	4.9086556157266	3.92194681920448	3.22355091975558	3.02603272880254	3.26622129182936	4.08165089684998	5.04833172639443	6.05180463675941	6.73711721952126	7.00506316136166	6.67456306600178
Gene676	6.87143738472834	6.9582000877272	6.40221371289822	5.4955761922491	4.49486507680174	3.58982239270489	3.11468045621023	3.11306406554463	3.68143068286058	4.53450289896384	5.48757289673007	6.43410759886877
Gene677	6.2873035968706	6.87872623275115	7.01884117455749	6.55856959408411	5.68784823636309	4.67225989942638	3.62973822808445	3.1183136814373	3.07738716957994	3.47289415320701	4.33414183621267	5.33641965456853
Gene678	6.95022182830423	6.27849940469214	5.38320886093772	4.35375946416495	3.4686383770006	3.02460455205052	3.11309503483479	3.64097131455724	4.62164495643881	5.63699869964142	6.49176452293693	6.9803525411127
Gene679	3.70067506847755	3.11353113650603	3.02427855289978	3.48449126335289	4.34236676340345	5.39128712553446	6.32121197283869	6.89843840284248	6.92779066870966	6.507241145009	5.64103637963422	4.63978869005711
Gene680	4.64524286072028	3.76513282473843	3.11209460911173	3.04686317010787	3.40556202303863	4.29318069679732	5.27016769914367	6.27043601564004	6.80272383810497	6.93048492460274	6.55255905546448	5.74399971514435
Gene681	3.37328512826466	4.10785528756364	5.15875865868561	6.08035965052177	6.75099051617953	6.94679069428021	6.65467044064387	5.9165140712271	4.93463929916896	3.9565142247801	3.22993979855964	2.97845256999605
Gene682	6.9019952243404	6.27939061061766	5.34326218168034	4.39457399178487	3.49842389529568	3.00787095589762	3.0860019438875	3.67842048894517	4.57969794781063	5.6747769322732	6.52746258303877	6.9345019696331
Gene683	3.05846065622617	3.32136518533134	4.24737568224924	5.2325694923031	6.15125845259062	6.89298354890471	7.01134846313183	6.65070735063106	5.78317036267585	4.76534580491833	3.80444792956439	3.14336025975777
Gene684	5.56231426077846	6.44151993659037	6.91649085334804	6.90615061697773	6.36602732511799	5.39341918578097	4.40440005028438	3.55026516737952	3.04908687235543	3.1540479405494	3.66224929269964	4.51741802739634
Gene685	3.05064026161025	3.27928479540922	4.06702700590749	5.06107432213169	6.09476666795052	6.79839456952344	6.98016953011954	6.71177784047186	5.941722593004	4.98096840628238	3.9470419307208	3.25573973211027
Gene686	3.06580131344281	3.09992061465519	3.6781460314045	4.54300933390775	5.55276386677237	6.40019683399379	6.86818621032007	6.93041361322379	6.39077481461406	5.46009631591416	4.37616631916161	3.52663657047104
Gene687	6.95777273757536	6.94880434881762	6.3749438693122	5.51626701902196	4.43686432576656	3.52833868517902	3.05958236163189	3.05109903383422	3.59332360521665	4.5039400904336	5.5797502746479	6.40900201317808
Gene688	3.80807113510403	4.70109196181518	5.79755005004139	6.58525214683597	6.94759358057992	6.8319033742123	6.10969196581362	5.23940197122854	4.19931413078515	3.29829360730784	2.99810230698214	3.17758286422774
Gene689	3.28371293368577	2.95998686082731	3.24876451818148	3.94757685651333	4.90406108215999	5.97389995304974	6.77853960366714	6.96106795397026	6.76626815688709	6.07769189963564	5.03241803490805	4.0564712294878
Gene690	4.79935182679384	5.85381259022309	6.61530697700418	7.06344263818984	6.83959454697743	6.17406508278495	5.14995556035629	4.11779059134541	3.30826724044674	3.02273558072623	3.14621461264716	3.8548739701278
Gene691	5.52323608859675	6.4190063155288	6.95100256370342	6.94721047424726	6.38839186599771	5.51052543212184	4.46947961215701	3.54934701498317	3.06276316913493	3.04024417421411	3.53258988804624	4.47659305672864
Gene692	6.94392257251237	6.87940730453616	6.31951047651969	5.41301481174988	4.33801645714327	3.50071707947901	2.98873407942269	3.06835018682291	3.636773447509	4.63941607796775	5.63404164931509	6.54838407867287
Gene693	3.05230613900593	3.58204346839852	4.43611691274884	5.509646992437	6.40149395502029	6.93913481586498	6.92696667138182	6.42308088833033	5.52488285510417	4.56602542644179	3.63079688548554	3.00360677210849
Gene694	6.56360725198317	6.91578186493441	6.89571624264246	6.22403982202364	5.35530741540419	4.30587170568752	3.50967851259071	3.02195152971721	3.12850569611074	3.69261437228944	4.59847156165983	5.66161396325359
Gene695	5.0101348036637	6.04321857808295	6.7324267188019	6.96949921020251	6.688135259895	6.02077247046891	4.91082744297362	3.93959942574643	3.21677426008469	3.0276051931875	3.32767389852277	4.04282309700635
Gene696	3.9860283452996	3.28737459068347	2.99407405066537	3.1956765318283	4.02687079742034	5.00378690310296	5.95016530449283	6.75417185789144	6.95850548248082	6.70652503993986	6.00993171770117	5.0502522837802
Gene697	6.49806890178279	5.61248979788754	4.56719478229649	3.63007613409815	3.10010942530165	3.02023700542561	3.42173236676024	4.31975769514746	5.3654201927941	6.21690605949337	6.90522723764252	6.96235650586978
Gene698	3.74719770483237	4.68474352230304	5.68886349468537	6.5444701755256	6.97296220532212	6.83844385097984	6.30647124192379	5.26865256893968	4.25311513907501	3.4098583865673	3.03673516272859	3.17422920757413
Gene699	3.43604181535428	3.02855961769911	3.14004645904927	3.84512910612152	4.85433198541709	5.83182316283247	6.57745612440466	6.97517209530712	6.80642900652293	6.16250729581809	5.22259719630824	4.14434022309656
Gene700	6.95420541510672	6.36533835810823	5.53041998068102	4.4146954168844	3.5409347374297	3.0524980599591	3.04361494825508	3.618231598035	4.51217909948885	5.50533478831469	6.45657543612239	6.98918682167109
Gene701	5.27542861359708	6.28636512597797	6.89051425071079	6.92154569050727	6.51623274804945	5.69958655758575	4.66657502346185	3.78503501081995	3.14638407878659	3.02110781346434	3.44468073631223	4.32318519230653
Gene702	6.92768029367971	6.49829515590431	5.63460356054154	4.52129998452801	3.61703416492588	3.09210641113396	3.03539432987188	3.59911497199426	4.44689282102833	5.43971869073081	6.3741077925537	6.8828752822331
Gene703	6.42654657019354	5.55639890466013	4.53733542030887	3.61326787813657	3.05717630860866	3.06336404241631	3.57104818589115	4.49172720892214	5.48532809235192	6.42048370136354	6.96960561375187	6.90043733861368
Gene704	6.8379681817665	7.07466976593574	6.66908882689526	5.96637803340695	4.9902439591034	3.93463714823703	3.30416066331494	2.96417806432867	3.29578676896792	3.99743804538941	5.0566902564093	6.02199131669371
Gene705	5.89642517674804	6.69940560331604	7.02019527696174	6.79257098275721	6.10345320329242	5.06001615692568	4.11171625730998	3.29804508685567	3.03633680068478	3.21159247065698	3.99449539063357	4.95466439371353
Gene706	6.87455224527969	6.95345837151894	6.54199579119216	5.72931507586169	4.66370176974591	3.76104804187759	3.1400426892792	2.99557037857587	3.4993027306945	4.28094971066353	5.30591620231087	6.23499869401859
Gene707	6.94813271876909	6.9433373756544	6.31652845841751	5.56818357316921	4.48814404008269	3.55649601194374	3.10054147933734	3.0841651639083	3.54450088714047	4.48994284238817	5.54982091720362	6.4313198133719
Gene708	3.30750336443774	4.13414162383756	5.12336565851186	6.08216148790116	6.75414666820816	6.96654069712177	6.65859038494132	5.88888252636541	4.88372064624576	3.89231823037506	3.22744900048493	3.00762939801702
Gene709	6.14593509438966	6.80929456645921	6.9930668589722	6.61502375260578	5.81118012766392	4.82468720002938	3.85199634815599	3.16072111594232	3.06612081580859	3.34718679894526	4.1966224790978	5.24851368178304
Gene710	5.51904964750508	4.47746700937672	3.57478080927193	3.09881470333285	3.0458383738236	3.614116208991	4.48886304365964	5.4962656196761	6.3716949380781	6.9322039426809	6.95619187818965	6.42486053005648
Gene711	4.26463884183041	5.26581902395109	6.25807377446634	6.867752655308	6.99029993791992	6.56966787658246	5.75208215900371	4.70778340489156	3.73759252647837	3.1563407873942	3.01645156176202	3.4183575459532
Gene712	4.60144692332384	3.64812202258416	3.11271797293431	3.07990137995667	3.51039805301262	4.32531804151751	5.35408491429579	6.33450305349922	6.92244293854029	6.992976366831	6.47638483052237	5.70226320837801
Gene713	4.74413302706831	5.8348240630523	6.6599366771825	6.96665972364688	6.77158813117298	6.1323982430634	5.24539990698139	4.21740367491892	3.35714173017502	2.98408936613498	3.24739785076664	3.7719991746507
Gene714	6.93485929034219	6.39664263254618	5.37508292480008	4.43321547972685	3.56176491978471	3.0395141799282	3.06866759792209	3.65308972133953	4.5219323992428	5.52404131037138	6.45102355709042	6.96944335323614
Gene715	6.9097264541441	6.88856371827637	6.40943122660338	5.49890483042728	4.41969258272112	3.55975707319533	3.09531416336314	3.15583621125167	3.62929649526442	4.53037207811747	5.57017936864629	6.36728752817111
Gene716	3.80700243090665	3.17751488739228	2.99949959919968	3.3570929416413	4.16527903171057	5.21904801506836	6.12299632303519	6.80023955709078	6.98037404448034	6.70183331751869	5.83233257688933	4.8149236473508
Gene717	3.00550280361487	3.21555307934411	3.92196775452743	4.9549158390443	5.88573646034147	6.67717867583363	6.98821618447399	6.75122443120809	6.11423471893231	5.06598026700342	4.06792947417537	3.29511305316149
Gene718	3.49475653801786	4.38400093910153	5.46267348568522	6.28993019163337	6.87436003783684	6.98101401894075	6.4833016825548	5.62900106289698	4.56353544377612	3.67859884670503	3.06063779756796	3.00236319804897
Gene719	5.83135940482977	6.67533481427783	6.9799442698218	6.80950814588742	6.0974185306276	5.15696005811301	4.15284092671046	3.36399044637498	2.99147054301479	3.17892436377027	3.8376611578439	4.80764163419872
Gene720	6.16389327677425	6.74938620475776	7.05465835093757	6.64148624768827	5.90955021356952	4.92065913592406	3.87061379146883	3.22133959579993	3.01938651998163	3.30550719687669	4.09026742145421	5.09156315648279
Gene721	5.52290303802053	6.41210234077119	6.9398223046871	6.91741078095394	6.39908027317835	5.4329516298179	4.50669375059305	3.573956435792	3.01232838433398	3.01823176012248	3.56090647879052	4.52723697001143
Gene722	6.20533879345688	5.24853433554819	4.18708116090205	3.40281202838051	3.00777007127448	3.15120290903476	3.73848018850079	4.7691756796059	5.78471415196387	6.57120750450599	6.99440016907152	6.84119244280413
Gene723	6.02229720907252	6.80084288021473	7.03296131632621	6.73008065134819	6.0256260562024	4.95238031642943	3.92688946087085	3.27483196820511	2.94455729949201	3.29623275873038	4.03499017533237	5.03251498424692
Gene724	2.94355843654337	3.25550371605663	3.95240259331887	4.94548603356272	5.99468080804529	6.74011118164994	6.96837837738971	6.7756306948185	6.08287794349646	5.02738694428246	4.01013928730813	3.35322565737016
Gene725	3.85582446232212	4.77225419071113	5.79487221109339	6.64795612249468	6.98776318751968	6.8302907669268	6.20865345842	5.28222512560673	4.2028346917344	3.46160355773781	3.00288530851733	3.18323945246887
Gene726	4.05452301525131	5.08219233030281	6.03222446212697	6.73170639095323	7.00411069475864	6.65291727499744	5.95349907858507	4.96694829485258	3.9518196828828	3.20904594878233	3.04199804915378	3.28912993755421
Gene727	2.98032378676449	3.31489095229172	3.99511744368419	5.01619958338644	6.00443874430311	6.7565037500402	7.02479980776359	6.75638525411895	5.97300329664268	4.98073660244773	3.98965465282976	3.26423585696144
Gene728	4.24619272200328	3.33432975542508	3.02533134586401	3.1759656639783	3.77651020751078	4.7620535705178	5.74292609263068	6.55533418029868	6.94459636809597	6.80839782584625	6.2335811487388	5.2169237851116
Gene729	6.0045444376151	5.08168191946822	4.05474907955238	3.32386860985832	3.03847426154322	3.31549835201739	3.99433724945285	4.9688898982564	5.93750449376199	6.68986929191884	7.00236999698388	6.71803508716355
Gene730	3.599606407789	4.44597531903245	5.47600790016865	6.40608665808813	6.941633471934	6.95985599078813	6.47181835015709	5.55807198121816	4.53273662988563	3.6136924437438	3.07381345019033	3.08659768059864
Gene731	6.27005788270348	6.83808719144837	6.99993931667834	6.59016966240399	5.77768858511413	4.70215399194066	3.80458058399453	3.12183294671893	2.95748071561015	3.39551085313526	4.24576356626862	5.29870051195985
Gene732	3.59931081998826	3.07633035564261	3.0775570637434	3.53021950326087	4.5049993565757	5.55639061197232	6.43786310987398	6.94134462151898	6.97973368602557	6.41542782931366	5.51921147438342	4.49355247886871
