	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	Sample21	Sample22	Sample23	Sample24	Sample25	Sample26	Sample27	Sample28	Sample29	Sample30	Sample31	Sample32	Sample33	Sample34	Sample35	Sample36	Sample37	Sample38	Sample39	Sample40	Sample41	Sample42	Sample43	Sample44	Sample45	Sample46	Sample47	Sample48	Sample49	Sample50	Sample51	Sample52	Sample53	Sample54	Sample55	Sample56	Sample57	Sample58	Sample59	Sample60	Sample61	Sample62	Sample63	Sample64	Sample65	Sample66	Sample67	Sample68	Sample69	Sample70	Sample71	Sample72	Sample73	Sample74	Sample75	Sample76	Sample77	Sample78	Sample79	Sample80
Gene383	2.70928147242389	4.7567711154943	6.94382112376153	5.37009769626551	3.15834474568779	4.77916588317344	6.82858695077416	5.31396366422942	2.83435852678559	4.32423165711627	6.7683509604595	5.41223135087788	2.76147799207417	4.82501567279373	6.99377005870302	5.31372051686663	3.20325696699736	4.88853856518283	7.06342540846646	5.4615304113355	2.77411120909434	4.42923523970121	7.14988135338932	5.53615110811055	2.85184522109776	4.79766998255473	6.90268233143868	5.18410830626186	3.21098596172798	4.64693572291346	6.715094358194	5.43949281789974	2.889291617647	4.94685464180849	6.83506986913054	5.2163861354981	3.13597851039692	4.80064318973787	6.74757764108859	5.41986631480335	3.04223883483174	4.66909474886443	6.99533442333119	5.2572512417982	3.24408152375903	4.91396141388216	6.96671698823515	5.11995272571341	3.06014243490876	4.66440468384539	7.0215448754356	5.38842198090211	3.05056718857352	4.43058409909522	6.96002459811162	5.2257922447567	3.12566893606135	4.91508299780598	6.93377309612784	5.28558771736489	3.10326735325635	4.43115518327485	6.90356439379084	5.2981602041857	2.70635229931996	4.6137693435187	7.06687115091175	5.28378885151731	2.84493545705515	4.84952921465985	7.21666258792332	5.19266564502539	2.88878324547415	4.7008153920409	7.01901114705355	5.20621781906145	3.17198855113388	4.59746926517393	6.73578256317408	5.32849586957748
Gene384	7.20061772033687	5.42388044533101	3.0210602702484	4.33645267041514	6.8540105431971	5.30441994482207	3.05987846613959	4.19927810279985	6.64092792899612	5.52898348874769	3.26621568740486	4.78868868714807	7.13357184758271	5.43226522173361	3.09495973201284	4.28341773014553	6.83457831248958	5.31663119818863	3.18611383522622	4.44133451950134	6.60820626811459	5.57582333990156	3.31172056173769	4.28275638561918	7.20669356539451	5.5967789836063	3.33279092553018	4.34458865192618	6.83419084121156	5.34920165147724	3.31049215379634	4.30866855817766	6.61063076972035	5.53147960757356	3.19060483562384	4.55611637196706	7.05199463344904	5.79953225408233	3.27841270888041	4.78135980821483	6.94274902447603	5.41841790542935	3.15884967895022	4.8628291770404	6.92831150948731	5.80140988040113	3.03253818235606	4.62951152293114	6.93654078296218	5.81320533880638	3.10607787033641	4.31450846937324	6.9354157710166	5.68210073654647	3.18571124455319	4.61141503009727	6.99284203777224	5.56937824299588	3.09373216644673	4.42016123429918	6.8361822147054	5.42972301897622	3.24021198067606	4.24494784978203	7.01532603713269	5.60342206449106	3.03202437030239	4.34780426673732	6.89723605992521	5.54373824010605	3.1826725352893	4.69584102373414	6.9366476638052	5.20879309156535	2.99802459441062	4.0920776193338	6.98431479387338	5.55349554648691	2.84922250687028	4.49008626349005
Gene385	5.53405899760755	2.84348560771494	4.05125823165614	6.65700457399079	5.70521374559064	3.18570351278418	4.06179034586191	6.9670053224765	6.06934223725704	2.74150648602192	4.47015261589401	6.64376315098918	5.53070148167693	3.22302723485561	4.33922834076149	6.79884214273347	5.7622418976599	3.19426960477886	4.48446974711785	6.9357192432983	5.71509338718398	2.98926985418786	4.25528002068408	6.68228747321161	5.7968891811469	3.09105162162667	4.24835884174447	6.98039387760011	5.85704791354266	2.98927554148724	3.98404710709525	6.6667487494083	5.83277142486945	3.23660167251668	4.20773840063343	7.00253441318407	5.63109343363864	3.06373972141458	4.45780054787647	6.70396186429742	5.70523816613192	3.08061267717628	4.58586562956993	6.84455377747057	5.71410355183646	2.93340472700528	4.2496850151299	6.99945105841415	5.9475373577013	3.02942376431293	4.34551605561659	6.92169652404338	5.784560435096	3.3951832610169	4.16508783917656	7.11744244234231	5.50327693008248	3.19498080367693	4.2905576365688	6.75658398145548	5.80894254031478	3.29439389237777	4.30214700022987	6.9852435967356	5.69832005977734	2.8072309937396	4.32354324465092	6.79064471227604	5.73373896807418	3.30500197140522	4.55240317036622	6.99912357007558	5.55782795334916	3.04719368136799	4.34268152823356	6.67529526799197	5.57376861472484	2.97909838894735	4.29908780907169	6.86234914717395
Gene386	6.61217307560329	6.10316080382973	3.50579288641025	3.86511157529276	6.4405172602989	6.11388317618372	3.45581658703417	3.83292210603218	6.37289646293577	6.38385498888854	3.57850290165428	3.4761369567456	6.60792204519626	6.33290622733655	3.32846870077912	3.68511169225203	6.26756030907121	6.19268761860254	3.42807449642929	3.66929329598874	6.82737929465472	6.15474221151087	3.50689879991735	4.04606727443453	6.55928211386532	6.33889861167863	3.56498146552628	3.58731030273967	6.53136409275206	6.59076772291783	3.24160921372883	3.72567897117372	6.27167425482949	6.32425555576623	3.48237217934749	4.24073124117277	6.33668921575738	6.35538063259536	3.27352743097056	3.67561117996326	6.65974956501931	6.30447477929815	3.40143662869952	3.71399805514634	6.5735075650566	6.62009186236178	3.28184390193144	3.88061553349457	6.49799295266761	6.18269584366964	3.60089198217139	3.84215229277926	6.58852263700866	6.26682390735672	3.50851268604719	3.73052355748414	6.33036318188949	6.4053276999639	3.46912279184557	3.54036548700757	6.80414376104931	5.97682290469273	3.34141166272851	3.77930438742261	6.53191570810195	6.28532371748047	3.44833951210224	3.95325151858695	6.56744405778487	6.40137515113353	3.61830928814002	3.45899817424975	6.60957648618821	6.10940514758652	3.64918240080186	3.42168643205995	6.37801392420854	6.07285298144361	3.15824097438292	3.7876469720697
Gene387	2.97692198718272	4.03528787118125	6.85844027176772	6.04470177165289	3.02271767847729	4.24056739538403	6.38688638434964	6.04732890218549	3.46949198298808	4.09302200950705	6.82418516671004	5.86247460073755	2.61719378423093	4.0611267688063	6.74183335830171	5.94848179484844	3.0221239129496	3.9970375208008	6.77403866796235	5.80111165222471	3.33850174757252	4.16857433356269	6.76730838050513	5.93293351300901	3.4253575932475	4.17575466812544	6.59628375489374	6.1017289742866	3.01516714618152	3.87545325797444	6.93836283404323	5.75474451131848	3.26101694585901	4.10996271730769	6.7702140475928	5.9468582171882	3.2013144429894	3.91192661356572	6.85052045150844	6.1188727025602	3.24875419188191	4.02066039045531	6.84166753981043	6.00684446918526	3.21435366100758	4.014300913293	6.6819014726639	6.03665663130709	3.05569817541504	4.15366481956515	6.65700046823068	5.94065405658311	3.29449853941818	4.42764558757959	6.71546532781957	5.61857175085537	3.13321158980601	4.00611223529278	6.9918431497771	5.67913353329542	3.37135942220162	4.00983612064781	6.67189666084322	6.01298637760278	3.0779177067784	4.11051487086368	6.47303548114453	6.05010446901542	3.07027944254437	4.07477094674896	6.73414205607904	6.16558521518104	3.60036571903571	4.21061302061775	6.67923877061714	6.1124336198302	3.17176053625596	4.07343693011564	6.57666256195814	5.98789889766763
Gene388	6.88132753445262	5.16665672636829	3.14958016595848	5.16116678072854	7.2068096958603	4.95020678561396	3.25185094216136	4.95428931210082	6.74112729992817	4.89786458552334	2.63502003048129	5.1044957767459	7.17908704780319	4.89139630251973	2.80236818569217	4.93228229474507	6.97013354674874	5.2096673342649	2.87982047122881	5.32878843340489	7.03486696754342	4.58391353814816	3.22063321266192	5.25956489969965	7.27797036561914	4.98541244466448	3.26229354533561	5.23015165611623	7.09981162142421	5.01468567682546	3.01943121962277	5.14153773399681	6.93011343449385	4.83997351865181	2.51473948709665	5.19906488542825	7.00209289416243	4.86900365839472	3.06481039807621	5.00264948759353	6.90621498062513	5.09075297258718	2.92647105024671	5.2538046588764	7.0742682702451	4.6240244678037	2.917054027437	4.76712359692174	7.25693584858703	4.68873420053187	3.04913298761102	4.86048886970938	7.0103618964212	4.79099640842711	3.15461850981673	5.09055232799451	6.94081934236713	5.08142215821195	3.05671111718206	5.1100610702658	6.8353251919351	5.07595310559164	2.78293911776123	4.97656327123035	7.08525595572572	5.04816601226642	2.93379006281705	5.31402251006741	6.76735302699764	4.95531702365297	3.35269021014949	5.28121658826941	7.05503767835585	4.87751938276114	2.66046865496667	5.14952168155525	7.09855897349035	4.71800327499059	2.94481056699438	5.01677597168583
Gene389	6.83929602061957	5.49923554007314	3.04043745481542	4.5728460108242	6.80378604685691	5.60213127884741	2.9117116398805	4.61982996242506	7.00813818281731	5.51976088179271	3.2372664131947	4.51575585034054	6.92681677673637	5.32626535164957	3.26314424945047	4.59316321365094	6.68920074178432	5.62678597269077	3.04491613650968	4.42195267563053	6.89120897439891	5.74355024744654	2.95868272464054	4.58057057615709	6.8662404375189	5.54346540719585	3.19700597604544	4.41288340707295	6.95300843122026	5.38056791159772	3.06010685262197	4.29145889993156	6.99441146649223	5.25622198619354	3.06086839927888	4.48159071042142	6.90146085761163	5.19567174430991	2.96858204981644	4.43924132002063	6.78293160858089	5.25481148128049	3.02609645191282	4.69205191678231	6.88419552096958	5.2373154405304	2.96163430769169	4.28248130318537	6.75282954303212	5.55199556161575	2.97737814627205	4.34609098001341	6.98099861874502	5.67157338703116	3.22652180496217	4.72865508484895	6.84517758198613	5.61439756887976	2.87040674210412	4.55002648273958	7.24051016351381	5.49586371089806	2.8928481402257	4.64954091164341	6.79906242040541	5.23970735070704	2.81303607301115	4.51472303202672	6.45563719299936	5.19438940411529	2.8397800373298	4.64316373624523	7.11729804090805	5.43900677433327	2.91094353334196	4.80118051530214	7.04641805741923	5.57135599871601	2.90274052204466	4.5434720383012
Gene390	3.29791609514772	6.20810697134859	6.45208360516627	3.75501318118962	3.42185581814349	6.19206572568795	6.70270988713566	3.98003449392263	3.57716268165998	6.18601852188626	6.58007539330237	3.56241393999536	3.5132323616961	6.16148383395757	6.40955678388994	3.86162788869845	3.60731404024882	6.36250306873493	6.6535292892519	3.74579291835076	3.38170442794045	6.56142028834422	6.21808980679664	3.78531587250747	3.3044266956647	6.3554253612628	6.67334519047065	3.78416244512202	3.3873999773135	6.39246720562584	6.59725483573256	3.66842740362927	3.62672249776552	6.14387698843177	6.31408034075832	3.70032835773033	3.50397712074561	6.34673381346268	6.59170373951406	3.81553773378667	3.30959668850584	6.47006807336065	6.31560095818083	3.60106414862671	3.71178981917364	6.28458102316843	6.72540295120099	3.79393963431788	3.81208281975518	6.29257729130098	6.53513335648591	3.50482200834604	3.14657931194443	6.33723167001209	6.78677794167368	3.51130212460686	3.39856483703105	6.5205372055722	6.71457875425782	3.48622136994167	3.62036043289433	6.40738273494631	6.56001555869706	3.8107417942622	3.60085331745711	6.22431508120009	6.5757143828019	3.7712199832104	3.68494026225893	6.27701832081384	6.65197088507276	3.75606288473391	3.34750017052944	6.33264716782205	6.53041363718052	3.47661109120594	3.48582246970009	6.05527013397957	6.38680403432264	3.49144623274721
Gene391	3.14713732274042	5.49258884722935	6.85937058556027	4.32329925273906	3.14244370931789	5.61401629524779	6.80018185795655	4.35260484046659	3.02817392066033	5.64661836469516	6.88927009583206	4.46817877734037	3.44512103671655	5.53455856312401	6.87889468646446	4.27109089395899	3.26849011021459	5.33672927414006	6.78109025342977	4.07556409288621	3.14086799101393	5.59233308178704	7.08963667505765	4.11423505723771	2.89738476917606	5.83774434566768	7.01867461156834	4.3819013544943	3.18068501467884	5.62756986209092	6.85280626319755	4.51601078805888	2.67551865972185	5.56382659459853	7.07462447213127	4.27002769309104	3.04375243318885	5.50729261685321	6.74621112208951	4.43902989850009	3.10386117930755	5.74207881116085	6.76740303027809	4.10735187392703	3.10346026366797	5.80798953411171	6.83855630891947	4.48671151350249	3.25453316528724	5.46142645077962	7.1582381668271	4.52226617424888	3.34659532114576	5.6513150531147	6.86168951267185	4.23811823042712	3.13483247538408	5.26718703010236	6.84922244363833	4.04653316068026	3.2505378300228	5.75132553810154	6.87864448949387	4.23702793436368	3.24409744807575	5.66542132204047	6.89395364747243	4.44805671141652	3.14978608077233	5.80386317477866	6.57164731973319	4.38571369999136	2.78707712238451	5.48261594987278	6.71295346278998	4.38796006753382	3.12891819303387	5.70809659186623	7.10417634184441	4.39538134590187
Gene392	6.38480275198674	6.73746444087547	3.96716113644043	3.19922408807759	6.04986314963159	6.57580204999829	3.63889495269174	3.16925047296	6.41486013448523	6.70582765098513	3.7498707020116	3.32836179106987	6.16883483666948	6.31357061272788	3.88996713339541	3.40579074123206	5.9299864280066	6.62774894108953	3.76295383413976	3.12046644328799	6.29391759849782	6.62841168593782	3.81255881201055	3.49818505486925	6.23846446279524	6.78511293059208	3.69189263476159	3.02158975565028	6.3701953748162	6.67519884938724	3.9376422909414	3.40182721500778	6.08013462231367	6.6781385916633	3.59350842090671	3.1512004235713	6.23868415882375	7.03504194969844	3.81603905058807	3.1753606781636	6.09875065969475	6.93833275098571	3.93261382644504	3.39798989291775	6.18291265738731	6.35422878166099	3.8137406484586	3.52124755046112	6.33000304314536	6.58866710522761	3.90048189844606	3.38920850873107	6.11950669937771	6.47924746673961	3.85160131286455	3.59716413334185	6.3716537454061	6.81844548298069	3.86563726897545	3.25462962973402	5.9285201087813	6.65171025103703	3.70473814335507	3.20437555341138	6.09097666379013	6.66574153365774	3.70896110748218	3.28972159122617	6.15170844056653	6.58303481538076	3.72059538073918	3.532188910724	6.3212787805242	6.39077257196211	3.75543722496582	3.35589367817882	6.37174543225366	6.6721822508104	3.93398852114773	3.35233572803546
Gene393	3.92431836930323	6.6600040657257	6.27144532100798	3.38399953162029	3.91507149056152	6.67081040106882	6.06439104467503	3.33467959100655	3.68702411345774	6.83346541887333	6.29033686264326	3.38229437907346	3.99071948492125	6.60547287759004	6.26117548153329	3.35649342434106	3.70776092302865	6.41155681146734	6.25726084188352	3.21837453379486	3.82713347488699	6.4679711788335	6.23910848451115	3.33387599940902	3.65538501337989	6.70519039527416	6.34107393399239	3.11560223354872	3.53961246106385	6.50776555771122	6.04269133213928	3.34392719122287	3.75519101459855	6.72584142492655	6.13766081193551	3.64443076954427	4.07901678314486	6.52588871169642	6.24739053617425	3.6709599541677	3.65334675986302	6.54525635316928	6.2279977786386	3.47264428639692	3.69987520432236	6.57028498647738	6.39793254099446	3.7361967705206	3.68478222461397	6.56931622859552	6.25002004212667	3.35838948206614	3.63384578753526	6.71428011897734	6.28814252051018	3.39907608559938	3.9146767781691	6.52517939179075	6.22721057860389	3.35719872758175	3.79650368366793	6.42249110826895	6.28505424099101	3.48741715373533	4.01243219878989	6.69203636551385	6.26562553477152	3.46463781650385	3.66105213459526	6.58386878820171	6.28123367113685	3.27285499542165	3.91251109142378	6.56583207324376	6.23961704743078	3.52666363454105	3.69386840221114	6.55818653176858	6.37668478993541	3.56543596638102
Gene394	3.16777042206078	5.92027576009989	6.84986763934092	4.57845192120734	3.19560743591946	5.54430136123272	7.0998328643668	4.32102906510924	3.08781772064472	5.88786706895572	6.71169557231348	4.29353968301677	3.2740122399699	5.57061683984471	6.79947667478663	4.23169977510895	3.09921543106678	5.60688401956253	6.94585722150984	4.21494118937816	3.09348972691144	5.89479815184294	6.69839760726639	4.30603173531109	3.18859482733372	5.94435133991117	6.60506331295585	4.23842603991304	3.09370088915244	6.04418545117703	7.02157071098592	4.47992355638936	3.21808280570723	5.68978860410769	6.91940260901763	4.2629801697711	3.11242049603995	5.8762519518809	6.85586335736833	4.29356522881456	3.12893666940931	5.65294930994132	7.06126122293222	4.187637337288	3.45619895156538	5.86882966100425	6.90856931735085	4.39543837498513	3.06234347071383	5.91874519726405	6.99523862827206	4.40058207999353	2.91896390930434	5.5419022644877	7.01358238062095	4.34487959219088	3.00676127800103	5.58975437956139	6.70405143089172	4.29368277013532	3.2557395865145	5.68531275626966	6.98392141452142	4.07797464243862	3.10947098949884	5.76035296642628	6.83379002516301	4.29823977318631	3.10492647176517	5.92130985197524	6.87664970482133	4.33353313330054	3.35802872163434	5.91856099037693	6.97941637157631	4.31385608620377	2.8183484484575	5.43300956482555	6.96590736330383	4.50429743451115
Gene395	6.70786228490411	4.05685465502561	3.44294411095075	6.35792129719356	6.67225598696437	3.90652073449953	2.96687964203509	6.34630832235763	6.6449191928032	4.06939468977947	3.46033517352104	6.09341093062912	6.77230518170641	3.83316188095473	3.0436943441768	6.19485742769611	6.57600332126969	3.73289251622513	3.5774019163398	6.17456433487663	6.67906376755111	3.75417701648175	3.22578002885034	6.01985679574349	6.83230403196097	3.76776153500195	3.31849323523529	6.13966704232297	6.42876824869073	4.03596833264737	3.13940331530631	6.16486111214974	6.43521836803017	3.74260104920801	3.50843731556673	6.3051717860964	6.44722549655552	3.90337777162387	3.01858804113587	6.13241952893796	6.59695337567093	3.86625608591453	3.50497540766282	6.02002369868322	6.63387864923629	3.71481403930874	3.447030330323	6.37320231850894	6.71157115361361	3.61805580813737	3.41224356740645	6.02347015958156	6.69033477780337	3.85718832914328	3.49860801675763	6.20030730630416	6.83611914795725	3.64049427547762	3.23436269446784	6.220478163624	6.85231374195652	4.05570051715474	3.40258881105044	6.00939715539246	6.81010923961355	3.63558344514308	3.20521763538432	6.27671168154914	6.64700668691785	3.72608237614604	3.52212638981956	6.30101230884063	6.70262804409618	3.6568136269323	3.13013503469952	6.25074933653636	6.82052168894605	3.88137876890389	3.33754394673328	6.10110464548974
Gene396	3.29901507898275	4.05014188781221	6.81674874609254	5.86216773510919	3.27139722596672	4.00150424063841	6.62387766494661	6.0993964704249	3.19001959725338	4.06168106044395	6.63803442177162	6.18846805176114	3.2200062604345	3.94519412316783	6.33763640487613	6.10940858327953	3.28307482713726	3.97742849605374	6.4684753689161	6.18573639124937	3.34103160617063	4.02294050886132	6.52533331545519	5.92424652967321	3.18177589582774	3.89291779057715	6.59768473503518	5.84260801050667	3.26777013473071	3.90341137713799	6.68419483135054	6.14747374507122	3.32530697819978	4.08552590359783	6.51573198016431	5.87114437040427	3.44493203642501	3.91167139485524	6.61388474532268	6.19752496940681	3.10557272547875	3.93012708034278	6.86842843902117	6.44144288840961	3.36594432122576	3.78951272952685	6.77983587116359	5.79919428716488	3.73853261208664	4.01854768344393	6.81556395372593	6.02964757402046	3.30200731541046	3.89525968242349	6.66393933533779	6.09043699953469	3.2436159449658	3.92430806187805	6.58021504732341	6.09456978769082	3.46740402748713	3.69330674960456	6.4519190705573	6.3398026840343	3.27587809730592	4.00085840852961	6.60902450888364	6.18042830000364	3.23313409093957	4.1120073665065	6.5217043979376	5.77828670901499	3.51807395334392	3.94923201675394	6.55763022392253	6.30834368351953	3.21915423576049	4.20736423574167	6.75089337728497	5.85570061804175
Gene397	4.07599409115705	3.31196220238546	5.66480826333455	6.83316169468292	4.25335054062045	2.85995117229079	5.93037823048591	6.77888283839671	4.0792752967335	3.41385847158169	5.86239663142427	6.49852167079629	4.18425170167421	3.51717956348449	5.78750756055347	6.88499146304521	4.07560533148537	3.09323910953928	6.08472004014045	6.81587534815653	4.17174338945111	3.08971648405863	5.84436746209412	6.84223841182235	4.17513472787624	3.00326684428297	6.01271048640946	7.05703100678652	4.19557394406577	2.95178196055439	5.8254696409011	6.6732459336203	3.99262646332115	3.08484796924819	5.4077073778004	7.0782747257075	4.17893600779772	3.06394541549899	6.12874021732865	6.61528417949311	4.09517289287373	3.10613246245361	5.9191116706859	7.03697746017281	4.27796253707823	3.00422039513213	5.60227206001177	6.87710451196375	4.38053368576303	3.31300705748197	5.58219012917508	6.7464150628666	4.29405353904431	3.28264067272758	6.00291773747748	6.87885445387891	4.22549225307613	3.25307159122459	5.86541265436461	6.81383383404138	3.98796537858721	3.09337953802704	5.83585817817298	7.01379165422377	4.13885648096942	3.21430576601584	5.92512539543169	6.89309333546684	4.33656700056498	3.28603814382709	5.6871139434418	6.92653357358396	4.13805060358467	3.01854332280488	5.80706701544704	6.9004173918366	4.05743627200798	3.18627341029417	5.84934938393037	6.59167220396159
Gene398	3.87924794295263	6.49898945122666	6.04019300701528	3.0213355129475	3.93742427394327	6.84945764162197	6.26778968201818	3.60932565684571	3.75277530838586	6.65088115603242	6.15490833835487	3.06559156592279	3.72852980282468	6.8352678965852	6.37617680016773	3.62671487466223	3.84564132224921	6.90588044622125	6.14350348266014	3.51793828000301	3.97972866363779	6.75817152461155	6.11022648244763	3.33436023614637	3.76225238895114	6.64212861925218	6.10613282568976	3.40346404268113	3.84458594624824	6.73220718320417	6.0964114273618	3.43269764077249	3.98482850902552	6.62028034540857	5.93037445300681	3.28739285776146	3.74809262236385	6.85028995880061	6.58380909692821	3.17794844476993	3.72290335793401	6.67685506773181	6.02667161541992	3.36424907390792	3.84336727904827	6.68389283043096	6.34049271793001	3.57950515707164	3.82012971485597	6.77594275486103	6.37679756924514	3.40293404577557	3.82479991588183	6.84370511886522	6.12330808845016	3.36953616558382	3.47714265160002	6.80480312872386	6.24021084406522	3.653416997454	4.01088566838752	6.52362635119912	6.41341955283522	3.28410644831405	3.75323690607235	6.58877195343079	6.10874838660659	3.48222092946268	3.81259189030225	6.77343110708584	5.90579692217431	3.31489159288049	3.84204867314388	6.47240265385804	6.21519810669219	3.19981290430533	4.13240984349953	6.6734078785188	6.38609839436743	3.54073572551177
Gene399	6.91517151270489	5.13587973930776	3.07124944354574	4.90326777386321	7.05023615152237	5.4707967238246	3.06273678076869	4.98114362240523	6.91936428301548	4.96644736533275	3.25257453603968	5.06067969100089	7.15296082442019	5.18513509819422	2.92128837652028	4.84788280931626	6.9644384172894	4.90950927661424	2.75929912528204	4.97820163790558	6.83388272545991	4.85193877401813	2.72575643277517	4.9120265937325	6.64847786167324	5.35808405544324	2.83621285438374	4.51747200127766	7.22924772739241	5.01965332966062	3.05257178955358	5.31891142809859	6.97137707950135	4.91277650302148	3.20490401979401	4.57392277000584	7.06793797091798	5.01721630455927	2.68017636453911	4.88730458128318	6.99951557205437	4.88119904348456	2.93947226607194	4.88053948029898	6.82802334253367	5.28613703316919	3.0330143579037	4.8697216771385	7.1625762897522	5.07960900143783	3.08510713429278	5.0141187406072	6.72659619515175	4.87699218290881	2.99491938880543	5.08679316535703	6.97929403894135	5.0063332511448	2.77962638114553	4.67643088472841	6.94081132611086	5.24925247934204	2.86954216997004	4.88326431598384	6.84549686465492	5.03009293911115	3.02192822578996	5.00489553166326	6.77102538217448	4.99624852995088	2.90719511079471	4.93079198142083	6.99283669772817	5.07740237689047	2.84952492673623	4.85140415614598	7.26950234961675	4.80694114480486	3.25399854979603	5.012954198513
Gene400	2.89688780227073	5.69420993349486	7.01515775773886	4.21454860635639	3.25501248899348	5.66668218624854	6.77030534870489	4.24908009439734	3.2331343382466	5.76004392537151	7.0811956352179	4.29173824543111	3.11514671001961	5.62163852378054	6.77923623368756	4.20872104896981	3.37909829342844	5.50394264521035	6.74855744967282	4.24965466138554	2.72673560408196	5.60309166545249	7.08565182280268	4.15001470359103	3.16753406562413	5.5963068165702	6.7844880766583	4.34245958661362	2.81032572195776	5.76455097801478	6.9075908183151	4.3811169504171	3.12336105758846	5.5478101942665	6.97117242520594	4.15460862401134	3.18897320989433	5.63993245229427	6.61634135194172	4.31795867399354	3.15435994836806	5.87778656367325	6.69673929724487	4.15523188047118	3.17194588352279	5.62489138461768	7.06160599116756	4.25860196009238	2.68537867945266	5.45716893348157	6.93830657410846	4.23515549166979	3.0100785266191	5.72338822576543	6.87073967264079	4.15280185045112	3.14378077497932	5.81961381113857	6.73102211945623	4.14889497195534	3.15229480175522	5.7757583164193	6.9147898642813	4.10162179357219	3.27488075466386	5.71575113094154	6.92598086315247	3.90480347902995	3.37640104011012	5.69076922627548	6.98748706822865	4.18309029051994	3.00624077376573	5.76920384739206	6.91467606126339	4.05626999877262	3.11686666011574	5.74952623306498	6.84638017282664	4.53166614628229
Gene401	4.53551866314609	2.96537547655486	5.27064304764789	7.03336629308533	4.49920886427876	3.1023559082423	5.42922204418454	6.87461250357378	4.33637014876228	3.04582380744777	5.5490505172536	6.72581630631373	4.23601924076024	2.93856882327436	5.75998270601719	6.91270692632378	4.55627956445295	3.10137890667593	5.71722431887179	6.91233004710409	4.42874857754607	3.27964283192037	5.64325579037696	6.90222134426371	4.61618330302162	3.03791604857877	5.93747876346638	6.85185909089121	4.49724362694475	2.85929167370951	5.82957534970742	7.03324776210886	4.12843497427784	3.20261537847948	5.76671441507966	6.83050032209818	3.95110069301153	2.83680490208746	5.61295102356591	6.80937740642077	4.06189520841375	3.13347512085536	5.6706653187305	7.05211984594484	4.39140017363318	3.03836150716043	5.57309612318453	6.45322273910069	4.59446309781134	3.07299505389466	5.5819334207784	6.84302249685024	4.23792232151933	3.22832441132631	5.5142142266078	6.79772055185383	4.03499802856329	3.18484305522917	5.63934657467944	6.95324989208904	4.4231575066371	3.12476719510495	5.56771435472104	6.97992079169846	4.2639225377408	3.06635295525175	5.55203592324521	6.76570948917698	4.37198093990872	3.40617628559993	5.61923154390329	6.8026880459731	4.35937749352219	3.19404581409527	5.7921549709091	6.88664982644883	4.4092169752644	3.15891752651711	5.84589069609697	6.85863463608362
Gene402	6.9394309765877	4.26103818726718	2.97735620170846	5.79098063028288	7.06661746872241	4.354118665483	2.98215162824821	5.66736718933967	6.81114393320673	4.47744453061655	3.20894200232617	5.7007734811003	6.81899589372204	4.70427285509649	2.95275025146414	5.68591979302024	7.0303344378361	4.65112958975884	3.08934403542454	5.41613710011637	7.16384190236439	4.37248626707377	3.12728232750527	5.50994294371324	7.08372753353367	4.64399192367137	2.90530197660375	5.49306522984583	7.11680044831256	4.46562968156088	3.16520657272992	5.67757351162187	7.14621868261987	4.73114780694492	3.24358497489107	5.39166850547624	6.77348934120265	4.23620596730133	3.12618984723357	5.44270611563145	7.20728832898764	4.3731952036333	3.14364757489413	5.4996741173871	6.74363895471849	4.38758611284422	3.13313791343281	5.32608639103143	6.85747880202031	4.25637625186157	3.19213671762753	5.55884017928261	6.87338814105434	4.46439762410686	2.83302742633731	5.61981332420897	6.73778615878753	4.46798504196178	2.89075738734734	5.44589444623793	6.80295238899546	4.49115423674202	2.97165901623979	5.40447156884873	6.78749141037752	4.40480307358304	2.97748380834009	5.87181157453036	7.05369211916786	4.22213009800107	3.39410018960402	5.42368708319683	6.73996831713935	4.32375858501307	2.91365013543299	5.71771646069794	6.87273330077865	4.51536088734532	2.8261795355999	5.62701056803618
Gene403	4.34438243070069	3.07567533193315	5.24833314330949	7.04971011886469	4.50227610331663	3.23859146880813	5.39003972091904	6.90027666647604	4.45868029360763	2.90333648182466	5.45441817460406	6.80637969536741	4.53536429430879	3.10018974926232	5.44765194369596	6.91296971295951	4.48168065816884	2.7456059603778	5.1468926940544	7.27527632057463	4.85242053270744	3.03024603580925	5.27786547355233	6.75553800289136	4.71385618506671	2.9871470412961	5.52166557438778	6.63726245097633	4.39604040294966	2.94672859584891	5.68602271854116	6.7822725008007	4.6134205414653	3.19375757058214	5.29400289231588	6.87158706096911	4.58046442128182	3.01426174847306	5.60914975638281	6.98318838469059	4.51084646551526	2.88865377436729	5.45365293873525	6.79097154631591	4.6117549878486	3.04042023087602	5.19901472808005	7.08979979821008	4.47777188584355	2.96409559463182	5.63536936975705	6.91815212036099	4.55985991099859	3.01048057019981	5.45085228079999	6.89537253646683	4.59812949448148	2.81262320376	5.53784343394432	6.91217381769116	4.69406114325861	2.57805853873722	5.46660273261898	7.04820691522495	4.55093500853316	3.05888714909671	5.51073304845869	7.06725309831813	4.39607053269376	3.08571505947558	5.35716341406962	7.03498846577487	4.67118550290402	3.12122823361297	5.34576034779656	6.8746932886267	4.48716055578229	3.15395383553907	5.2677170509861	6.96509139033365
